,Feature_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Cluster
293214,f080994f549ba2e8565752aab8504fe5,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Saprospiraceae, g__uncultured, s__bacterium_enrichment,2
310043,fe0a0ab58e5701ad70c3a4e33185450c,d__Bacteria, p__Patescibacteria, c__Parcubacteria, o__Candidatus_Kaiserbacteria, f__Candidatus_Kaiserbacteria, g__Candidatus_Kaiserbacteria,,2
295927,f29713a6e3f02aaa84e0cbe4d1d55584,d__Bacteria, p__Patescibacteria, c__Parcubacteria, o__Candidatus_Lloydbacteria, f__Candidatus_Lloydbacteria, g__Candidatus_Lloydbacteria, s__Candidatus_Lloydbacteria,2
311377,ff23ed19190433cac280238f574c1bea,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Reyranellales, f__Reyranellaceae, g__Reyranella,,2
307675,fc176afc02f6bffc10082142af88a223,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__A0839, g__A0839, s__uncultured_proteobacterium,2
308487,fcc00fc77de1a9a2900cd1508179639a,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas,,2
296922,f360ddcce86a28cde7e9940cee8794f8,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Solibacterales, f__Solibacteraceae, g__Candidatus_Solibacter,,3
293727,f0e1c0527c93a4d93ecbdf007610cf6a,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__uncultured, g__uncultured,,3
291884,ef71f8b8508583b664d717436731592d,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Microbacteriaceae,,,3
306131,fac60af5ca6e1a8a6d0c7b77ecc9a6d4,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Gaiellales, f__uncultured, g__uncultured,,3
286401,eaf681de31a5809b283d064db9645c77,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__uncultured,,3
309934,fdf220ef65e4791ef83cd7ee460156f3,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__uncultured, s__uncultured_Ferruginibacter,3
294482,f180a9903ff74ba08690cf7934a60ada,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Microscillaceae, g__uncultured, s__uncultured_bacterium,3
308231,fc895a40b7138988b405772380e9f7ea,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Microscillaceae, g__uncultured,,3
304164,f92ed92f52dac7e8811c390e53539fac,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Spirosomaceae, g__Emticicia, s__Emticicia_paludis,3
306488,fb1652ef7ec3838d9d9dc47925252e80,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__uncultured_Bacteroidetes,3
290406,ee3abf1e2e50adaac4378b6f9d59d24a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__AKYH767, g__AKYH767, s__uncultured_bacterium,3
296502,f3095eb7d7d039ee9f51d6c6f365150f,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__AKYH767, g__AKYH767,,3
307220,fbb5050fb8d936a6ce2396695efb951b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__AKYH767, g__AKYH767, s__uncultured_bacterium,3
237674,c2f1aac760ad12753ed514e406138bcf,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__env.OPS_17, g__env.OPS_17, s__uncultured_Bacteroidetes,3
291916,ef7a7e2f67207ce5567afb9025a48c3c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__env.OPS_17, g__env.OPS_17,,3
291062,eec1473e0249379b5eb1ccb7e987d99d,d__Bacteria, p__Bacteroidota, c__Kryptonia, o__Kryptoniales, f__BSV26, g__BSV26, s__uncultured_bacterium,3
294824,f1c21d9342861cf3b8cb9a7a05fa3210,d__Bacteria, p__Chloroflexi, c__OLB14, o__OLB14, f__OLB14, g__OLB14, s__uncultured_bacterium,3
309410,fd88dea2540302e4d913182edab62d89,d__Bacteria, p__Gemmatimonadota, c__Gemmatimonadetes, o__Gemmatimonadales, f__Gemmatimonadaceae, g__uncultured, s__uncultured_bacterium,3
294775,f1b8fd197de634c5577bf82ec8e12c98,d__Bacteria, p__Myxococcota, c__Polyangia, o__mle1-27, f__mle1-27, g__mle1-27, s__metagenome,3
310448,fe5eb8cd363a2cdc3c0e177e26e0481a,d__Bacteria, p__Nitrospirota, c__4-29-1, o__4-29-1, f__4-29-1, g__4-29-1, s__uncultured_bacterium,3
292719,f01fa1ec238e2a4f8f03fdc49b96410d,d__Bacteria, p__Nitrospirota, c__Leptospirillia, o__Leptospirillales, f__Leptospirillaceae, g__Leptospirillum, s__Nitrospirae_bacterium,3
179958,937e39aa4e34119b14535cce3fec2b56,d__Bacteria, p__Nitrospirota, c__Nitrospiria, o__Nitrospirales, f__Nitrospiraceae, g__Nitrospira, s__uncultured_Green,3
300759,f66cb6c75971a394c9b099fcc80cd836,d__Bacteria, p__Patescibacteria, c__Parcubacteria, o__Candidatus_Kaiserbacteria, f__Candidatus_Kaiserbacteria, g__Candidatus_Kaiserbacteria,,3
307382,fbda3e2ef6134cc14f26fc5d949ad53e,d__Bacteria, p__Patescibacteria, c__Parcubacteria, o__Candidatus_Kaiserbacteria, f__Candidatus_Kaiserbacteria, g__Candidatus_Kaiserbacteria, s__uncultured_bacterium,3
263700,d87dc88691e8844a8bd83b815a6b2f47,d__Bacteria, p__Patescibacteria, c__Saccharimonadia, o__Saccharimonadales, f__LWQ8, g__LWQ8, s__uncultured_Candidatus,3
301785,f73e861b49479188143ab0f9337867e8,d__Bacteria, p__Patescibacteria, c__Saccharimonadia, o__Saccharimonadales, f__Saccharimonadales, g__Saccharimonadales, s__uncultured_bacterium,3
307620,fc0e635fdd0cb40ce1ce7c59c5362ab3,d__Bacteria, p__Patescibacteria, c__Saccharimonadia, o__Saccharimonadales, f__Saccharimonadales, g__Saccharimonadales,,3
302304,f7a33ac6dd2f9573dcfc69915048fb86,d__Bacteria, p__Planctomycetota, c__Phycisphaerae, o__Phycisphaerales, f__Phycisphaeraceae, g__SM1A02, s__uncultured_bacterium,3
296309,f2e2c74d3a042c38ae26428e3ba895dc,d__Bacteria, p__Planctomycetota, c__Pla4_lineage, o__Pla4_lineage, f__Pla4_lineage, g__Pla4_lineage, s__uncultured_bacterium,3
286469,eb0342f770cfdd7e0ac19000d01c977a,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__Fimbriiglobus, s__metagenome,3
306202,fad76560dff6fb817c22c14110101041,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__Fimbriiglobus, s__uncultured_bacterium,3
173946,8e87de394e335ae61989a97f746d515a,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Pirellulales, f__Pirellulaceae, g__Pirellula, s__uncultured_bacterium,3
311365,ff21fb4996a243299cd2c8cf82ff1651,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Planctomycetales, f__Schlesneriaceae, g__Schlesneria,,3
309174,fd5506571acedf966ce01b9d415b6c1b,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Acetobacterales, f__Acetobacteraceae, g__Rhodovastum, s__metagenome,3
294222,f14d1f37336dba20e035cfc6d4b91dc0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae, g__Brevundimonas,,3
295470,f23d3206447137bcc6b1f09e4f9c8efa,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Hyphomonadaceae, g__Hirschia,,3
295835,f28527e3d2ce82af258fd0da2cb45ae4,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium,,3
55912,2db61432d8661536b4458c33e3b02d81,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Labraceae, g__Labrys,,3
191128,9ca50139069169d855a6524e58616cd2,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Rhodobacter,,3
310280,fe3afeb0da43e07f99866620160e4b03,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sandarakinorhabdus,,3
251043,cdffa4fcf8cb1444aecc26c24ce12ebc,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Beggiatoales, f__Beggiatoaceae, g__uncultured, s__uncultured_proteobacterium,3
304622,f989ef03575060cbe0288f985503c4b9,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__A21b, g__A21b, s__metagenome,3
304396,f95a16630fefa02fe8e029af2204cb95,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Polaromonas,,3
308622,fcd98eb8f545f6eb8fc115be9f430153,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae,,,3
308370,fca771674e8999981546abc23f72a3eb,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Leeiaceae, g__Leeia, s__uncultured_bacterium,3
309783,fdd3b1bec2bb1e6d08345b0838c5becf,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Leeiaceae, g__Leeia, s__uncultured_bacterium,3
311475,ff3b8ba6b24e00ad7d0dea25e7795f1c,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Methylophilaceae, g__Methylotenera, s__uncultured_bacterium,3
311523,ff46b8da1c986c7d8468e0f736746838,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__DSSD61,,3
273478,e0732a926b710156c429fa8a119884ca,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__IS-44, s__metagenome,3
296308,f2e2a27e594561332a8114c05db7fe44,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__IS-44, s__metagenome,3
303703,f8c559c8673f54f0532192e640ca8ecc,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Rhodocyclaceae, g__uncultured, s__uncultured_bacterium,3
295254,f213e3f26b4982f3d8f0bf0509a44f24,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Ga0077536, f__Ga0077536, g__Ga0077536, s__uncultured_sulfur-oxidizing,3
297260,f3abaccc92efd0b5fa0c95d6f75b8e2e,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Candidatus_Udaeobacter, s__uncultured_soil,3
304903,f9c41ddbd234c6fe3c69b2a5e177cf36,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter, s__uncultured_bacterium,3
306701,fb4023f3d44e5d5a501b03752908b109,d__Bacteria, p__WPS-2, c__WPS-2, o__WPS-2, f__WPS-2, g__WPS-2, s__metagenome,3
276886,e32b1278beb2ac310b5b8721ff160275,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Acidobacteriae, f__Acidobacteriae, g__Paludibaculum, s__metagenome,4
151934,7ca892317185ff1bc0acd35a5e5fef0e,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Acidobacteriales, f__Acidobacteriaceae_(Subgroup_1), g__Granulicella,,4
61672,327455efc08421ca233531a1bc84995d,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Acidobacteriales, f__uncultured, g__uncultured, s__uncultured_bacterium,4
121984,6436a7266d2275ac9f2dac6ed7d7b231,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Acidobacteriales, f__uncultured, g__uncultured,,4
136875,704a36b3719b3c989d40d8ea007b65c1,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Bryobacterales, f__Bryobacteraceae, g__Bryobacter,,4
142118,74a7006365008b704e731031e52ccbdc,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Bryobacterales, f__Bryobacteraceae, g__Bryobacter,,4
175068,8f778fc582bc09d951b3668130da3d23,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Bryobacterales, f__Bryobacteraceae, g__Bryobacter,,4
211710,adb52a35dccb78b96eb11a4db1d76e9c,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Bryobacterales, f__Bryobacteraceae, g__Bryobacter, s__uncultured_bacterium,4
253211,cfd8821274dd1a6d1be02ccce515ea69,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Bryobacterales, f__Bryobacteraceae, g__Bryobacter, s__uncultured_bacterium,4
240295,c5181215ce2e67666d3b2c744ea7e908,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Solibacterales, f__Solibacteraceae, g__Candidatus_Solibacter,,4
75378,3daade1459126132e2fd905a671a7322,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__11-24, f__11-24, g__11-24, s__uncultured_bacterium,4
219537,b4180f3197b1d62794af1c3da8423dec,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__11-24, f__11-24, g__11-24, s__uncultured_bacterium,4
157142,80d80f086c8b40fa6c2eac77227fd2b6,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__Blastocatellales, f__Blastocatellaceae, g__Blastocatella,,4
54109,2c383cb78be032b27584921c4b8b30af,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__Blastocatellales, f__Blastocatellaceae, g__JGI_0001001-H03,,4
162070,84e52eadc15eb56e7257fb260c34786b,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__Blastocatellales, f__Blastocatellaceae, g__Stenotrophobacter, s__uncultured_bacterium,4
190822,9c6980e68cfa902950330dffa98c27c5,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__Blastocatellales, f__Blastocatellaceae, g__uncultured,,4
238632,c3bf5d5b41f4951d97f2c1ef2af2d165,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__Pyrinomonadales, f__Pyrinomonadaceae, g__RB41,,4
228154,bb1ed2a3fe277c41d5e1812ef8b461b4,d__Bacteria, p__Acidobacteriota, c__Holophagae, o__Subgroup_7, f__Subgroup_7, g__Subgroup_7, s__uncultured_Acidobacteria,4
190307,9c01003cd2897769400cc1b8ff59b366,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Subgroup_17, f__Subgroup_17, g__Subgroup_17, s__uncultured_bacterium,4
270542,de1941e5c83d334d86d1e53f6dc6ca56,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Subgroup_17, f__Subgroup_17, g__Subgroup_17, s__metagenome,4
187736,99f0245e64903562f3778e243333abd4,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__Vicinamibacteraceae, g__Vicinamibacteraceae,,4
202558,a628d8de42be9395cc020ad28928ac48,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__Vicinamibacteraceae, g__Vicinamibacteraceae,,4
247593,cb2078a5f18bcf1f93479e95e6a9a515,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__Vicinamibacteraceae, g__Vicinamibacteraceae, s__uncultured_prokaryote,4
257510,d36249865e50b82a211670a882aba02c,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__Vicinamibacteraceae, g__Vicinamibacteraceae,,4
215299,b0aa9353f31f886e9efa7e66f4b422ce,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__uncultured, f__uncultured, g__uncultured,,4
129584,6a4bc4274e86ae9b3b6b5c8d5b6eb7a4,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Frankiales, f__Sporichthyaceae, g__Longivirga, s__uncultured_bacterium,4
175184,8f8ec24afbe3e64b8beca28cc6621c8b,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Frankiales, f__Sporichthyaceae, g__uncultured, s__uncultured_bacterium,4
91468,4ae1050a93006df9fa34b051ae8f44b6,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Kineosporiales, f__Kineosporiaceae, g__Angustibacter, s__uncultured_bacterium,4
122224,646a96d67ee8c76b2adfd927f7051a3b,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Kineosporiales, f__Kineosporiaceae, g__Angustibacter,,4
231159,bd9f94fdeb2656047a487c75389313ce,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Cellulomonadaceae, g__Cellulomonas,,4
228147,bb1c8104987c398b2e9a1199d9396f91,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Microbacteriaceae, g__Cryobacterium, s__Cryobacterium_sp.,4
80679,4202d061c6a40c70e70c2b36792e99e2,d__Bacteria, p__Actinobacteriota, c__MB-A2-108, o__MB-A2-108, f__MB-A2-108, g__MB-A2-108, s__uncultured_actinobacterium,4
275884,e26a42669a084ccfab039a64acb2aa83,d__Bacteria, p__Actinobacteriota, c__MB-A2-108, o__MB-A2-108, f__MB-A2-108, g__MB-A2-108, s__uncultured_bacterium,4
81797,42de640f674da428a690d58bd830f78d,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Gaiellales, f__uncultured, g__uncultured, s__uncultured_bacterium,4
136011,6f999de878446e5dc27093fcef001949,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Gaiellales, f__uncultured, g__uncultured, s__Gaiella_sp.,4
231640,be0b65c3cf770471628d2f4aa108a832,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__Conexibacter, s__Solirubrobacterales_bacterium,4
85536,45ea8b6bd681885190e05d920a322d3c,d__Bacteria, p__Armatimonadota, c__Armatimonadia, o__Armatimonadales, f__Armatimonadaceae, g__Armatimonas, s__uncultured_bacterium,4
171952,8cec60b1c76e0a3b55c576a6c8ffcde2,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidetes_vadinHA17, g__Bacteroidetes_vadinHA17, s__uncultured_Sphingobacteriia,4
202561,a629a9f2716112cd2cf02ad9e5cf8080,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidetes_vadinHA17, g__Bacteroidetes_vadinHA17,,4
43695,239031920164cfb13644ac345b011c22,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Ferruginibacter,,4
103222,547ee31f4b765a3fabb52691eadf9925,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Ferruginibacter, s__uncultured_bacterium,4
172344,8d3b724e4e17174f0d450cde43712871,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Ferruginibacter,,4
237221,c29373a1981ed0c6d9c9bd9e41b501a9,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Ferruginibacter, s__uncultured_bacterium,4
244795,c8d10e4131ae95f28176859b0f010af9,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Ferruginibacter, s__uncultured_bacterium,4
292079,ef9db7e6c633d6ab8b28c870a06ace6c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Ferruginibacter,,4
89121,48e976eb3b60bc48443b7c1ec81642c0,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Lacibacter,,4
63204,33ac122a558b157b483486a5694ee885,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Puia,,4
44467,24307defdbec4e235de95149dd293e16,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Sediminibacterium, s__metagenome,4
214473,afff20e2a508ee5756364460bd526b7d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__uncultured,,4
76323,3e6e3360e850648baa5a90a4af276da4,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Saprospiraceae, g__uncultured,,4
215436,b0c7d631d04b8070641ef14160616da6,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Saprospiraceae, g__uncultured, s__uncultured_bacterium,4
131286,6bb24c203a935915e6b758312e0743ba,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__uncultured, g__uncultured,,4
44692,2463994fc883b098b08e6b59b5c59e63,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Crocinitomicaceae, g__Crocinitomix, s__metagenome,4
119956,628dcbb2ce05a1e38a276e6086fe0dd4,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium,,4
141732,7459ea1320996becbe2262030dc10eef,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__Flavobacterium_paronense,4
253340,cffa193590b39c5eef706b35f2abcfa6,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium,,4
255668,d1e990fd3af6c93e538c346c94ebc844,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium,,4
71195,3a246cc2e9ee019bfdd26fb55924023b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Maritimimonas, s__uncultured_bacterium,4
162428,8529619d42c15c1c6fc243a48cc1a188,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__AKYH767, g__AKYH767, s__uncultured_bacterium,4
38463,1f5adfb0324e6fb2a7e2c869ef548d1f,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__env.OPS_17, g__env.OPS_17, s__uncultured_bacterium,4
209742,ac24b3baeda0d8cff65ba255b29b062c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__env.OPS_17, g__env.OPS_17,,4
157138,80d7abf699988af0d76c8ac3d1140825,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__FFCH9454, g__FFCH9454, s__metagenome,4
250778,cdc9cd145bef396261284ebce32c47a4,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__Lentimicrobiaceae, g__Lentimicrobium,,4
224069,b7b9b196ae55647995d56d510c64540f,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__LiUU-11-161, g__LiUU-11-161, s__uncultured_Bacteroidetes,4
85670,46079bcf31602a7be2e268772ea2ffc8,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__NS11-12_marine_group, g__NS11-12_marine_group, s__uncultured_bacterium,4
145538,776adc8ad3b27191302e88eda4e360b0,d__Bacteria, p__Bdellovibrionota, c__Bdellovibrionia, o__Bdellovibrionales, f__Bdellovibrionaceae, g__Bdellovibrio, s__metagenome,4
171871,8cdaf42826ef1889d1dbc9ce1fd99b3f,d__Bacteria, p__Chloroflexi, c__AD3, o__AD3, f__AD3, g__AD3, s__uncultured_bacterium,4
270880,de5be370edebbc342b422d7896fd20e5,d__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Caldilineales, f__Caldilineaceae, g__uncultured, s__uncultured_bacterium,4
193917,9efc7016cd1f6a18cd8921a528e4aafa,d__Bacteria, p__Chloroflexi, c__Anaerolineae, o__RBG-13-54-9, f__RBG-13-54-9, g__RBG-13-54-9, s__uncultured_bacterium,4
262493,d7740daf9ccfb4335713f65dc8e8222a,d__Bacteria, p__Chloroflexi, c__KD4-96, o__KD4-96, f__KD4-96, g__KD4-96, s__uncultured_bacterium,4
